"Description" "data" "N_anul_lotow"
"Atlantic Southeast Airlines" 2007-01-20 23
"Atlantic Southeast Airlines" 2007-01-27 18
"Atlantic Southeast Airlines" 2007-01-05 74
"Atlantic Southeast Airlines" 2007-01-21 47
"Atlantic Southeast Airlines" 2007-01-28 10
"Atlantic Southeast Airlines" 2007-01-16 21
"Atlantic Southeast Airlines" 2007-01-25 11
"Atlantic Southeast Airlines" 2007-01-24 5
"Atlantic Southeast Airlines" 2007-01-29 25
"Atlantic Southeast Airlines" 2007-01-30 19
"Atlantic Southeast Airlines" 2007-01-01 7
"Atlantic Southeast Airlines" 2007-01-09 2
"Atlantic Southeast Airlines" 2007-01-10 3
"Atlantic Southeast Airlines" 2007-01-23 5
"Atlantic Southeast Airlines" 2007-02-17 10
"Atlantic Southeast Airlines" 2007-02-03 24
"Atlantic Southeast Airlines" 2007-02-04 69
"Atlantic Southeast Airlines" 2007-02-05 55
"Atlantic Southeast Airlines" 2007-02-07 45
"Atlantic Southeast Airlines" 2007-02-11 19
"Atlantic Southeast Airlines" 2007-02-15 28
"Atlantic Southeast Airlines" 2007-02-01 221
"Atlantic Southeast Airlines" 2007-02-21 40
"Atlantic Southeast Airlines" 2007-02-08 37
"Atlantic Southeast Airlines" 2007-02-06 43
"Atlantic Southeast Airlines" 2007-02-12 29
"Atlantic Southeast Airlines" 2007-02-14 102
"Atlantic Southeast Airlines" 2007-02-16 32
"Atlantic Southeast Airlines" 2007-02-13 100
"Atlantic Southeast Airlines" 2007-02-02 57
"Atlantic Southeast Airlines" 2007-02-09 20
"Atlantic Southeast Airlines" 2007-02-20 25
"Atlantic Southeast Airlines" 2007-02-25 43
"Atlantic Southeast Airlines" 2007-02-18 27
"Atlantic Southeast Airlines" 2007-02-24 36
"Atlantic Southeast Airlines" 2007-02-19 22
"Atlantic Southeast Airlines" 2007-02-26 10
"Atlantic Southeast Airlines" 2007-02-23 4
"Atlantic Southeast Airlines" 2007-02-27 5
"Atlantic Southeast Airlines" 2007-02-10 10
"Atlantic Southeast Airlines" 2007-02-22 12
"Atlantic Southeast Airlines" 2007-02-28 1
"Atlantic Southeast Airlines" 2007-03-08 7
"Atlantic Southeast Airlines" 2007-03-02 100
"Atlantic Southeast Airlines" 2007-03-27 26
"Atlantic Southeast Airlines" 2007-03-26 27
"Atlantic Southeast Airlines" 2007-03-03 55
"Atlantic Southeast Airlines" 2007-03-04 24
"Atlantic Southeast Airlines" 2007-03-01 91
"Atlantic Southeast Airlines" 2007-03-14 9
"Atlantic Southeast Airlines" 2007-03-15 21
"Atlantic Southeast Airlines" 2007-03-11 15
"Atlantic Southeast Airlines" 2007-03-31 9
"Atlantic Southeast Airlines" 2007-03-19 31
"Atlantic Southeast Airlines" 2007-03-22 25
"Atlantic Southeast Airlines" 2007-03-30 10
"Atlantic Southeast Airlines" 2007-03-10 9
"Atlantic Southeast Airlines" 2007-03-18 34
"Atlantic Southeast Airlines" 2007-03-25 28
"Atlantic Southeast Airlines" 2007-03-09 21
"Atlantic Southeast Airlines" 2007-03-24 10
"Atlantic Southeast Airlines" 2007-03-21 23
"Atlantic Southeast Airlines" 2007-03-23 25
"Atlantic Southeast Airlines" 2007-03-12 12
"Atlantic Southeast Airlines" 2007-03-05 14
"Atlantic Southeast Airlines" 2007-03-17 42
"Atlantic Southeast Airlines" 2007-03-13 6
"Atlantic Southeast Airlines" 2007-03-16 69
"Atlantic Southeast Airlines" 2007-03-28 7
"Atlantic Southeast Airlines" 2007-03-20 15
"Atlantic Southeast Airlines" 2007-03-06 11
"Atlantic Southeast Airlines" 2007-03-07 8
"Atlantic Southeast Airlines" 2007-03-29 2
"Atlantic Southeast Airlines" 2007-04-05 37
"Atlantic Southeast Airlines" 2007-04-01 44
"Atlantic Southeast Airlines" 2007-04-14 40
"Atlantic Southeast Airlines" 2007-04-15 50
"Atlantic Southeast Airlines" 2007-04-09 20
"Atlantic Southeast Airlines" 2007-04-11 44
"Atlantic Southeast Airlines" 2007-04-04 65
"Atlantic Southeast Airlines" 2007-04-03 54
"Atlantic Southeast Airlines" 2007-04-16 57
"Atlantic Southeast Airlines" 2007-04-20 7
"Atlantic Southeast Airlines" 2007-04-21 7
"Atlantic Southeast Airlines" 2007-04-27 14
"Atlantic Southeast Airlines" 2007-04-02 42
"Atlantic Southeast Airlines" 2007-04-26 31
"Atlantic Southeast Airlines" 2007-04-08 18
"Atlantic Southeast Airlines" 2007-04-06 28
"Atlantic Southeast Airlines" 2007-04-10 19
"Atlantic Southeast Airlines" 2007-04-17 3
"Atlantic Southeast Airlines" 2007-04-13 17
"Atlantic Southeast Airlines" 2007-04-12 12
"Atlantic Southeast Airlines" 2007-04-25 8
"Atlantic Southeast Airlines" 2007-04-22 5
"Atlantic Southeast Airlines" 2007-04-24 5
"Atlantic Southeast Airlines" 2007-04-23 6
"Atlantic Southeast Airlines" 2007-04-07 5
"Atlantic Southeast Airlines" 2007-04-29 11
"Atlantic Southeast Airlines" 2007-04-19 3
"Atlantic Southeast Airlines" 2007-04-30 7
"Atlantic Southeast Airlines" 2007-04-18 4
"Atlantic Southeast Airlines" 2007-04-28 4
"Atlantic Southeast Airlines" 2007-05-18 10
"Atlantic Southeast Airlines" 2007-05-07 23
"Atlantic Southeast Airlines" 2007-05-15 1
"Atlantic Southeast Airlines" 2007-05-13 7
"Atlantic Southeast Airlines" 2007-05-25 6
"Atlantic Southeast Airlines" 2007-05-17 9
"Atlantic Southeast Airlines" 2007-05-12 19
"Atlantic Southeast Airlines" 2007-05-22 2
"Atlantic Southeast Airlines" 2007-05-31 5
"Atlantic Southeast Airlines" 2007-05-21 9
"Atlantic Southeast Airlines" 2007-05-03 5
"Atlantic Southeast Airlines" 2007-05-06 11
"Atlantic Southeast Airlines" 2007-05-04 13
"Atlantic Southeast Airlines" 2007-05-11 17
"Atlantic Southeast Airlines" 2007-05-20 11
"Atlantic Southeast Airlines" 2007-05-09 6
"Atlantic Southeast Airlines" 2007-05-14 5
"Atlantic Southeast Airlines" 2007-05-26 6
"Atlantic Southeast Airlines" 2007-05-08 6
"Atlantic Southeast Airlines" 2007-05-16 12
"Atlantic Southeast Airlines" 2007-05-02 6
"Atlantic Southeast Airlines" 2007-05-29 2
"Atlantic Southeast Airlines" 2007-05-05 8
"Atlantic Southeast Airlines" 2007-05-19 4
"Atlantic Southeast Airlines" 2007-05-10 3
"Atlantic Southeast Airlines" 2007-05-30 3
"Atlantic Southeast Airlines" 2007-05-27 3
"Atlantic Southeast Airlines" 2007-05-01 2
"Atlantic Southeast Airlines" 2007-05-23 1
"Atlantic Southeast Airlines" 2007-06-30 59
"Atlantic Southeast Airlines" 2007-06-08 115
"Atlantic Southeast Airlines" 2007-06-11 95
"Atlantic Southeast Airlines" 2007-06-14 21
"Atlantic Southeast Airlines" 2007-06-28 75
"Atlantic Southeast Airlines" 2007-06-09 56
"Atlantic Southeast Airlines" 2007-06-29 75
"Atlantic Southeast Airlines" 2007-06-25 79
"Atlantic Southeast Airlines" 2007-06-21 22
"Atlantic Southeast Airlines" 2007-06-12 75
"Atlantic Southeast Airlines" 2007-06-26 54
"Atlantic Southeast Airlines" 2007-06-20 43
"Atlantic Southeast Airlines" 2007-06-27 52
"Atlantic Southeast Airlines" 2007-06-13 30
"Atlantic Southeast Airlines" 2007-06-15 6
"Atlantic Southeast Airlines" 2007-06-17 21
"Atlantic Southeast Airlines" 2007-06-22 27
"Atlantic Southeast Airlines" 2007-06-07 12
"Atlantic Southeast Airlines" 2007-06-10 32
"Atlantic Southeast Airlines" 2007-06-19 47
"Atlantic Southeast Airlines" 2007-06-24 7
"Atlantic Southeast Airlines" 2007-06-04 19
"Atlantic Southeast Airlines" 2007-06-16 3
"Atlantic Southeast Airlines" 2007-06-01 6
"Atlantic Southeast Airlines" 2007-06-03 7
"Atlantic Southeast Airlines" 2007-06-02 3
"Atlantic Southeast Airlines" 2007-06-05 17
"Atlantic Southeast Airlines" 2007-06-06 5
"Atlantic Southeast Airlines" 2007-06-18 14
"Atlantic Southeast Airlines" 2007-06-23 5
"Atlantic Southeast Airlines" 2007-07-13 67
"Atlantic Southeast Airlines" 2007-07-30 59
"Atlantic Southeast Airlines" 2007-07-20 102
"Atlantic Southeast Airlines" 2007-07-01 97
"Atlantic Southeast Airlines" 2007-07-14 6
"Atlantic Southeast Airlines" 2007-07-21 19
"Atlantic Southeast Airlines" 2007-07-03 15
"Atlantic Southeast Airlines" 2007-07-11 103
"Atlantic Southeast Airlines" 2007-07-19 86
"Atlantic Southeast Airlines" 2007-07-10 76
"Atlantic Southeast Airlines" 2007-07-15 20
"Atlantic Southeast Airlines" 2007-07-16 21
"Atlantic Southeast Airlines" 2007-07-28 9
"Atlantic Southeast Airlines" 2007-07-29 39
"Atlantic Southeast Airlines" 2007-07-08 18
"Atlantic Southeast Airlines" 2007-07-07 5
"Atlantic Southeast Airlines" 2007-07-18 27
"Atlantic Southeast Airlines" 2007-07-27 20
"Atlantic Southeast Airlines" 2007-07-02 61
"Atlantic Southeast Airlines" 2007-07-17 15
"Atlantic Southeast Airlines" 2007-07-31 13
"Atlantic Southeast Airlines" 2007-07-23 8
"Atlantic Southeast Airlines" 2007-07-09 51
"Atlantic Southeast Airlines" 2007-07-24 5
"Atlantic Southeast Airlines" 2007-07-06 8
"Atlantic Southeast Airlines" 2007-07-25 13
"Atlantic Southeast Airlines" 2007-07-12 59
"Atlantic Southeast Airlines" 2007-07-26 15
"Atlantic Southeast Airlines" 2007-07-22 13
"Atlantic Southeast Airlines" 2007-07-04 6
"Atlantic Southeast Airlines" 2007-07-05 5
"Atlantic Southeast Airlines" 2007-08-25 16
"Atlantic Southeast Airlines" 2007-08-03 29
"Atlantic Southeast Airlines" 2007-08-09 49
"Atlantic Southeast Airlines" 2007-08-27 51
"Atlantic Southeast Airlines" 2007-08-06 56
"Atlantic Southeast Airlines" 2007-08-24 86
"Atlantic Southeast Airlines" 2007-08-15 26
"Atlantic Southeast Airlines" 2007-08-14 30
"Atlantic Southeast Airlines" 2007-08-05 30
"Atlantic Southeast Airlines" 2007-08-11 8
"Atlantic Southeast Airlines" 2007-08-17 74
"Atlantic Southeast Airlines" 2007-08-23 27
"Atlantic Southeast Airlines" 2007-08-19 23
"Atlantic Southeast Airlines" 2007-08-08 29
"Atlantic Southeast Airlines" 2007-08-26 78
"Atlantic Southeast Airlines" 2007-08-21 8
"Atlantic Southeast Airlines" 2007-08-18 13
"Atlantic Southeast Airlines" 2007-08-02 25
"Atlantic Southeast Airlines" 2007-08-13 34
"Atlantic Southeast Airlines" 2007-08-31 50
"Atlantic Southeast Airlines" 2007-08-29 42
"Atlantic Southeast Airlines" 2007-08-01 14
"Atlantic Southeast Airlines" 2007-08-12 16
"Atlantic Southeast Airlines" 2007-08-16 70
"Atlantic Southeast Airlines" 2007-08-30 70
"Atlantic Southeast Airlines" 2007-08-07 20
"Atlantic Southeast Airlines" 2007-08-10 38
"Atlantic Southeast Airlines" 2007-08-22 17
"Atlantic Southeast Airlines" 2007-08-04 2
"Atlantic Southeast Airlines" 2007-08-20 22
"Atlantic Southeast Airlines" 2007-08-28 1
"Atlantic Southeast Airlines" 2007-09-07 6
"Atlantic Southeast Airlines" 2007-09-15 20
"Atlantic Southeast Airlines" 2007-09-10 26
"Atlantic Southeast Airlines" 2007-09-26 15
"Atlantic Southeast Airlines" 2007-09-13 49
"Atlantic Southeast Airlines" 2007-09-20 14
"Atlantic Southeast Airlines" 2007-09-14 94
"Atlantic Southeast Airlines" 2007-09-16 29
"Atlantic Southeast Airlines" 2007-09-18 20
"Atlantic Southeast Airlines" 2007-09-17 44
"Atlantic Southeast Airlines" 2007-09-05 10
"Atlantic Southeast Airlines" 2007-09-03 10
"Atlantic Southeast Airlines" 2007-09-01 16
"Atlantic Southeast Airlines" 2007-09-21 22
"Atlantic Southeast Airlines" 2007-09-27 10
"Atlantic Southeast Airlines" 2007-09-22 8
"Atlantic Southeast Airlines" 2007-09-28 8
"Atlantic Southeast Airlines" 2007-09-25 39
"Atlantic Southeast Airlines" 2007-09-09 15
"Atlantic Southeast Airlines" 2007-09-24 22
"Atlantic Southeast Airlines" 2007-09-30 3
"Atlantic Southeast Airlines" 2007-09-11 11
"Atlantic Southeast Airlines" 2007-09-23 25
"Atlantic Southeast Airlines" 2007-09-06 10
"Atlantic Southeast Airlines" 2007-09-19 6
"Atlantic Southeast Airlines" 2007-09-02 5
"Atlantic Southeast Airlines" 2007-09-04 7
"Atlantic Southeast Airlines" 2007-09-29 4
"Atlantic Southeast Airlines" 2007-09-08 1
"Atlantic Southeast Airlines" 2007-10-19 29
"Atlantic Southeast Airlines" 2007-10-15 12
"Atlantic Southeast Airlines" 2007-10-10 2
"Atlantic Southeast Airlines" 2007-10-24 38
"Atlantic Southeast Airlines" 2007-10-28 37
"Atlantic Southeast Airlines" 2007-10-09 15
"Atlantic Southeast Airlines" 2007-10-17 23
"Atlantic Southeast Airlines" 2007-10-18 33
"Atlantic Southeast Airlines" 2007-10-25 30
"Atlantic Southeast Airlines" 2007-10-29 33
"Atlantic Southeast Airlines" 2007-10-22 51
"Atlantic Southeast Airlines" 2007-10-01 10
"Atlantic Southeast Airlines" 2007-10-03 12
"Atlantic Southeast Airlines" 2007-10-16 21
"Atlantic Southeast Airlines" 2007-10-07 8
"Atlantic Southeast Airlines" 2007-10-12 2
"Atlantic Southeast Airlines" 2007-10-21 26
"Atlantic Southeast Airlines" 2007-10-23 54
"Atlantic Southeast Airlines" 2007-10-20 9
"Atlantic Southeast Airlines" 2007-10-26 13
"Atlantic Southeast Airlines" 2007-10-02 5
"Atlantic Southeast Airlines" 2007-10-14 5
"Atlantic Southeast Airlines" 2007-10-04 9
"Atlantic Southeast Airlines" 2007-10-08 28
"Atlantic Southeast Airlines" 2007-10-27 3
"Atlantic Southeast Airlines" 2007-10-05 4
"Atlantic Southeast Airlines" 2007-10-13 3
"Atlantic Southeast Airlines" 2007-10-30 4
"Atlantic Southeast Airlines" 2007-10-11 2
"Atlantic Southeast Airlines" 2007-11-25 29
"Atlantic Southeast Airlines" 2007-11-12 22
"Atlantic Southeast Airlines" 2007-11-26 50
"Atlantic Southeast Airlines" 2007-11-30 13
"Atlantic Southeast Airlines" 2007-11-09 30
"Atlantic Southeast Airlines" 2007-11-05 6
"Atlantic Southeast Airlines" 2007-11-15 3
"Atlantic Southeast Airlines" 2007-11-19 6
"Atlantic Southeast Airlines" 2007-11-29 4
"Atlantic Southeast Airlines" 2007-11-20 13
"Atlantic Southeast Airlines" 2007-11-24 5
"Atlantic Southeast Airlines" 2007-11-18 8
"Atlantic Southeast Airlines" 2007-11-21 5
"Atlantic Southeast Airlines" 2007-11-07 4
"Atlantic Southeast Airlines" 2007-11-16 2
"Atlantic Southeast Airlines" 2007-11-22 2
"Atlantic Southeast Airlines" 2007-11-11 4
"Atlantic Southeast Airlines" 2007-11-27 7
"Atlantic Southeast Airlines" 2007-11-14 4
"Atlantic Southeast Airlines" 2007-11-03 2
"Atlantic Southeast Airlines" 2007-11-06 2
"Atlantic Southeast Airlines" 2007-11-28 1
"Atlantic Southeast Airlines" 2007-11-13 2
"Atlantic Southeast Airlines" 2007-12-21 32
"Atlantic Southeast Airlines" 2007-12-15 11
"Atlantic Southeast Airlines" 2007-12-30 24
"Atlantic Southeast Airlines" 2007-12-19 13
"Atlantic Southeast Airlines" 2007-12-09 43
"Atlantic Southeast Airlines" 2007-12-28 81
"Atlantic Southeast Airlines" 2007-12-16 86
"Atlantic Southeast Airlines" 2007-12-17 14
"Atlantic Southeast Airlines" 2007-12-03 16
"Atlantic Southeast Airlines" 2007-12-31 5
"Atlantic Southeast Airlines" 2007-12-01 30
"Atlantic Southeast Airlines" 2007-12-13 42
"Atlantic Southeast Airlines" 2007-12-20 23
"Atlantic Southeast Airlines" 2007-12-11 43
"Atlantic Southeast Airlines" 2007-12-10 36
"Atlantic Southeast Airlines" 2007-12-29 12
"Atlantic Southeast Airlines" 2007-12-02 26
"Atlantic Southeast Airlines" 2007-12-07 13
"Atlantic Southeast Airlines" 2007-12-22 30
"Atlantic Southeast Airlines" 2007-12-05 7
"Atlantic Southeast Airlines" 2007-12-04 12
"Atlantic Southeast Airlines" 2007-12-14 5
"Atlantic Southeast Airlines" 2007-12-08 5
"Atlantic Southeast Airlines" 2007-12-23 4
"Atlantic Southeast Airlines" 2007-12-12 5
"Atlantic Southeast Airlines" 2007-12-06 10
"Atlantic Southeast Airlines" 2007-12-26 1
"Atlantic Southeast Airlines" 2007-12-18 1
"Frontier Airlines Inc." 2007-01-02 1
"Frontier Airlines Inc." 2007-01-05 2
"Frontier Airlines Inc." 2007-01-12 5
"Frontier Airlines Inc." 2007-01-13 4
"Frontier Airlines Inc." 2007-01-14 4
"Frontier Airlines Inc." 2007-01-15 2
"Frontier Airlines Inc." 2007-01-16 11
"Frontier Airlines Inc." 2007-01-17 7
"Frontier Airlines Inc." 2007-01-19 2
"Frontier Airlines Inc." 2007-01-20 3
"Frontier Airlines Inc." 2007-01-21 4
"Frontier Airlines Inc." 2007-01-27 4
"Frontier Airlines Inc." 2007-02-01 2
"Frontier Airlines Inc." 2007-02-03 7
"Frontier Airlines Inc." 2007-02-06 3
"Frontier Airlines Inc." 2007-02-07 5
"Frontier Airlines Inc." 2007-02-09 2
"Frontier Airlines Inc." 2007-02-10 2
"Frontier Airlines Inc." 2007-02-11 2
"Frontier Airlines Inc." 2007-02-13 27
"Frontier Airlines Inc." 2007-02-14 7
"Frontier Airlines Inc." 2007-02-16 14
"Frontier Airlines Inc." 2007-02-17 9
"Frontier Airlines Inc." 2007-02-18 4
"Frontier Airlines Inc." 2007-02-20 1
"Frontier Airlines Inc." 2007-02-21 6
"Frontier Airlines Inc." 2007-02-23 1
"Frontier Airlines Inc." 2007-02-24 11
"Frontier Airlines Inc." 2007-02-25 2
"Frontier Airlines Inc." 2007-02-26 2
"Frontier Airlines Inc." 2007-02-27 4
"Frontier Airlines Inc." 2007-02-28 1
"Frontier Airlines Inc." 2007-03-01 10
"Frontier Airlines Inc." 2007-03-03 4
"Frontier Airlines Inc." 2007-03-08 3
"Frontier Airlines Inc." 2007-03-15 1
"Frontier Airlines Inc." 2007-03-16 7
"Frontier Airlines Inc." 2007-03-17 1
"Frontier Airlines Inc." 2007-03-18 1
"Frontier Airlines Inc." 2007-04-03 1
"Frontier Airlines Inc." 2007-04-05 1
"Frontier Airlines Inc." 2007-04-06 2
"Frontier Airlines Inc." 2007-04-09 2
"Frontier Airlines Inc." 2007-04-12 1
"Frontier Airlines Inc." 2007-04-13 13
"Frontier Airlines Inc." 2007-04-22 3
"Frontier Airlines Inc." 2007-04-24 8
"Frontier Airlines Inc." 2007-05-04 1
"Frontier Airlines Inc." 2007-05-05 9
"Frontier Airlines Inc." 2007-05-11 2
"Frontier Airlines Inc." 2007-05-20 1
"Frontier Airlines Inc." 2007-05-24 2
"Frontier Airlines Inc." 2007-05-29 8
"Frontier Airlines Inc." 2007-05-30 3
"Frontier Airlines Inc." 2007-05-31 4
"Frontier Airlines Inc." 2007-06-01 2
"Frontier Airlines Inc." 2007-06-02 2
"Frontier Airlines Inc." 2007-06-06 14
"Frontier Airlines Inc." 2007-06-07 4
"Frontier Airlines Inc." 2007-06-13 3
"Frontier Airlines Inc." 2007-06-23 1
"Frontier Airlines Inc." 2007-06-26 5
"Frontier Airlines Inc." 2007-07-01 2
"Frontier Airlines Inc." 2007-07-02 2
"Frontier Airlines Inc." 2007-07-06 2
"Frontier Airlines Inc." 2007-07-07 3
"Frontier Airlines Inc." 2007-07-21 1
"Frontier Airlines Inc." 2007-07-27 2
"Frontier Airlines Inc." 2007-07-28 1
"Frontier Airlines Inc." 2007-08-03 1
"Frontier Airlines Inc." 2007-08-06 3
"Frontier Airlines Inc." 2007-08-07 1
"Frontier Airlines Inc." 2007-08-08 5
"Frontier Airlines Inc." 2007-08-11 1
"Frontier Airlines Inc." 2007-08-15 1
"Frontier Airlines Inc." 2007-08-18 1
"Frontier Airlines Inc." 2007-08-21 1
"Frontier Airlines Inc." 2007-08-23 1
"Frontier Airlines Inc." 2007-09-02 1
"Frontier Airlines Inc." 2007-09-03 1
"Frontier Airlines Inc." 2007-09-12 1
"Frontier Airlines Inc." 2007-09-13 1
"Frontier Airlines Inc." 2007-09-14 1
"Frontier Airlines Inc." 2007-09-17 1
"Frontier Airlines Inc." 2007-09-20 1
"Frontier Airlines Inc." 2007-10-10 1
"Frontier Airlines Inc." 2007-10-14 1
"Frontier Airlines Inc." 2007-10-18 1
"Frontier Airlines Inc." 2007-11-05 1
"Frontier Airlines Inc." 2007-11-08 1
"Frontier Airlines Inc." 2007-11-12 1
"Frontier Airlines Inc." 2007-11-28 1
"Frontier Airlines Inc." 2007-12-01 3
"Frontier Airlines Inc." 2007-12-05 4
"Frontier Airlines Inc." 2007-12-08 1
"Frontier Airlines Inc." 2007-12-09 7
"Frontier Airlines Inc." 2007-12-10 7
"Frontier Airlines Inc." 2007-12-11 26
"Frontier Airlines Inc." 2007-12-12 1
"Frontier Airlines Inc." 2007-12-15 6
"Frontier Airlines Inc." 2007-12-16 5
"Frontier Airlines Inc." 2007-12-17 4
"Frontier Airlines Inc." 2007-12-18 1
"Frontier Airlines Inc." 2007-12-22 1
"Frontier Airlines Inc." 2007-12-23 1
"Frontier Airlines Inc." 2007-12-24 1
"Frontier Airlines Inc." 2007-12-27 7
"Frontier Airlines Inc." 2007-12-28 1
"AirTran Airways Corporation" 2007-01-03 2
"AirTran Airways Corporation" 2007-01-04 8
"AirTran Airways Corporation" 2007-01-05 12
"AirTran Airways Corporation" 2007-01-06 2
"AirTran Airways Corporation" 2007-01-07 6
"AirTran Airways Corporation" 2007-01-08 5
"AirTran Airways Corporation" 2007-01-09 3
"AirTran Airways Corporation" 2007-01-11 2
"AirTran Airways Corporation" 2007-01-13 4
"AirTran Airways Corporation" 2007-01-14 18
"AirTran Airways Corporation" 2007-01-15 10
"AirTran Airways Corporation" 2007-01-16 6
"AirTran Airways Corporation" 2007-01-17 18
"AirTran Airways Corporation" 2007-01-18 31
"AirTran Airways Corporation" 2007-01-19 6
"AirTran Airways Corporation" 2007-01-20 4
"AirTran Airways Corporation" 2007-01-21 13
"AirTran Airways Corporation" 2007-01-22 23
"AirTran Airways Corporation" 2007-01-24 2
"AirTran Airways Corporation" 2007-01-25 8
"AirTran Airways Corporation" 2007-01-26 4
"AirTran Airways Corporation" 2007-01-28 3
"AirTran Airways Corporation" 2007-01-29 2
"AirTran Airways Corporation" 2007-01-30 6
"AirTran Airways Corporation" 2007-01-31 8
"AirTran Airways Corporation" 2007-02-01 40
"AirTran Airways Corporation" 2007-02-02 5
"AirTran Airways Corporation" 2007-02-03 2
"AirTran Airways Corporation" 2007-02-04 4
"AirTran Airways Corporation" 2007-02-05 24
"AirTran Airways Corporation" 2007-02-06 8
"AirTran Airways Corporation" 2007-02-07 2
"AirTran Airways Corporation" 2007-02-09 1
"AirTran Airways Corporation" 2007-02-12 5
"AirTran Airways Corporation" 2007-02-13 108
"AirTran Airways Corporation" 2007-02-14 115
"AirTran Airways Corporation" 2007-02-15 12
"AirTran Airways Corporation" 2007-02-16 2
"AirTran Airways Corporation" 2007-02-20 6
"AirTran Airways Corporation" 2007-02-21 9
"AirTran Airways Corporation" 2007-02-24 34
"AirTran Airways Corporation" 2007-02-25 14
"AirTran Airways Corporation" 2007-02-26 13
"AirTran Airways Corporation" 2007-02-28 2
"AirTran Airways Corporation" 2007-03-01 16
"AirTran Airways Corporation" 2007-03-02 5
"AirTran Airways Corporation" 2007-03-03 2
"AirTran Airways Corporation" 2007-03-05 2
"AirTran Airways Corporation" 2007-03-06 8
"AirTran Airways Corporation" 2007-03-07 15
"AirTran Airways Corporation" 2007-03-09 2
"AirTran Airways Corporation" 2007-03-15 2
"AirTran Airways Corporation" 2007-03-16 119
"AirTran Airways Corporation" 2007-03-17 55
"AirTran Airways Corporation" 2007-03-18 33
"AirTran Airways Corporation" 2007-03-19 6
"AirTran Airways Corporation" 2007-03-20 3
"AirTran Airways Corporation" 2007-03-21 1
"AirTran Airways Corporation" 2007-03-22 6
"AirTran Airways Corporation" 2007-03-23 1
"AirTran Airways Corporation" 2007-03-24 2
"AirTran Airways Corporation" 2007-03-26 2
"AirTran Airways Corporation" 2007-03-27 4
"AirTran Airways Corporation" 2007-03-28 4
"AirTran Airways Corporation" 2007-03-29 3
"AirTran Airways Corporation" 2007-03-30 2
"AirTran Airways Corporation" 2007-03-31 2
"AirTran Airways Corporation" 2007-04-02 1
"AirTran Airways Corporation" 2007-04-03 6
"AirTran Airways Corporation" 2007-04-05 2
"AirTran Airways Corporation" 2007-04-08 2
"AirTran Airways Corporation" 2007-04-11 7
"AirTran Airways Corporation" 2007-04-12 4
"AirTran Airways Corporation" 2007-04-13 3
"AirTran Airways Corporation" 2007-04-14 4
"AirTran Airways Corporation" 2007-04-15 7
"AirTran Airways Corporation" 2007-04-16 19
"AirTran Airways Corporation" 2007-04-17 6
"AirTran Airways Corporation" 2007-04-18 6
"AirTran Airways Corporation" 2007-04-19 5
"AirTran Airways Corporation" 2007-04-20 2
"AirTran Airways Corporation" 2007-04-24 4
"AirTran Airways Corporation" 2007-04-25 4
"AirTran Airways Corporation" 2007-04-26 3
"AirTran Airways Corporation" 2007-04-27 5
"AirTran Airways Corporation" 2007-04-28 6
"AirTran Airways Corporation" 2007-05-01 1
"AirTran Airways Corporation" 2007-05-02 3
"AirTran Airways Corporation" 2007-05-03 4
"AirTran Airways Corporation" 2007-05-04 4
"AirTran Airways Corporation" 2007-05-05 6
"AirTran Airways Corporation" 2007-05-06 2
"AirTran Airways Corporation" 2007-05-07 6
"AirTran Airways Corporation" 2007-05-08 4
"AirTran Airways Corporation" 2007-05-09 6
"AirTran Airways Corporation" 2007-05-12 11
"AirTran Airways Corporation" 2007-05-14 4
"AirTran Airways Corporation" 2007-05-15 12
"AirTran Airways Corporation" 2007-05-16 5
"AirTran Airways Corporation" 2007-05-17 2
"AirTran Airways Corporation" 2007-05-19 2
"AirTran Airways Corporation" 2007-05-27 1
"AirTran Airways Corporation" 2007-05-29 1
"AirTran Airways Corporation" 2007-05-30 6
"AirTran Airways Corporation" 2007-06-02 10
"AirTran Airways Corporation" 2007-06-03 5
"AirTran Airways Corporation" 2007-06-04 9
"AirTran Airways Corporation" 2007-06-05 9
"AirTran Airways Corporation" 2007-06-06 6
"AirTran Airways Corporation" 2007-06-07 7
"AirTran Airways Corporation" 2007-06-08 15
"AirTran Airways Corporation" 2007-06-09 14
"AirTran Airways Corporation" 2007-06-10 6
"AirTran Airways Corporation" 2007-06-11 6
"AirTran Airways Corporation" 2007-06-12 25
"AirTran Airways Corporation" 2007-06-13 20
"AirTran Airways Corporation" 2007-06-14 9
"AirTran Airways Corporation" 2007-06-15 12
"AirTran Airways Corporation" 2007-06-16 6
"AirTran Airways Corporation" 2007-06-17 8
"AirTran Airways Corporation" 2007-06-18 6
"AirTran Airways Corporation" 2007-06-19 33
"AirTran Airways Corporation" 2007-06-21 2
"AirTran Airways Corporation" 2007-06-22 4
"AirTran Airways Corporation" 2007-06-24 2
"AirTran Airways Corporation" 2007-06-25 24
"AirTran Airways Corporation" 2007-06-26 5
"AirTran Airways Corporation" 2007-06-27 5
"AirTran Airways Corporation" 2007-06-28 18
"AirTran Airways Corporation" 2007-06-29 13
"AirTran Airways Corporation" 2007-06-30 7
"AirTran Airways Corporation" 2007-07-01 18
"AirTran Airways Corporation" 2007-07-02 4
"AirTran Airways Corporation" 2007-07-03 2
"AirTran Airways Corporation" 2007-07-04 6
"AirTran Airways Corporation" 2007-07-05 4
"AirTran Airways Corporation" 2007-07-07 3
