"Description" "polaczenie" "Distance" "ilosc_lotow"
"American Airlines Inc." "Dallas-Fort Worth(TX) - Charlotte(NC)" 936 35821
"American Airlines Inc." "Reno(NV) - Dallas-Fort Worth(TX)" 1345 21061
"American Airlines Inc." "Greensboro(NC) - Raleigh(NC)" 67 4552
"American Airlines Inc." "Raleigh(NC) - Dallas-Fort Worth(TX)" 1062 48258
"American Airlines Inc." "Nashville(TN) - Greensboro(NC)" 377 2991
"American Airlines Inc." "Raleigh(NC) - Nashville(TN)" 443 7435
"American Airlines Inc." "Pittsburgh(PA) - Chicago(IL)" 412 10895
"American Airlines Inc." "Ft. Myers(FL) - Raleigh(NC)" 667 6837
"American Airlines Inc." "Long Beach(CA) - Chicago(IL)" 1735 2155
"American Airlines Inc." "Detroit(MI) - Nashville(TN)" 457 8100
"American Airlines Inc." "Denver(CO) - Salt Lake City(UT)" 391 8
"American Airlines Inc." "Salt Lake City(UT) - Chicago(IL)" 1249 18157
"American Airlines Inc." "Buffalo(NY) - Syracuse(NY)" 134 67
"American Airlines Inc." "San Juan(PR) - Miami(FL)" 1045 54269
"American Airlines Inc." "Amarillo(TX) - Dallas-Fort Worth(TX)" 313 17043
"American Airlines Inc." "Chicago(IL) - Louisville(KY)" 286 1162
"American Airlines Inc." "El Paso(TX) - Albuquerque(NM)" 223 654
"American Airlines Inc." "Louisville(KY) - Chicago(IL)" 286 1204
"American Airlines Inc." "Palm Springs(CA) - Tucson(AZ)" 344 1166
"American Airlines Inc." "Chicago(IL) - Oakland(CA)" 1835 697
"American Airlines Inc." "Buffalo(NY) - Rochester(NY)" 55 21
"American Airlines Inc." "Minneapolis(MN) - Nashville(TN)" 695 1033
"American Airlines Inc." "Amarillo(TX) - Lubbock(TX)" 108 307
"American Airlines Inc." "Miami(FL) - San Juan(PR)" 1045 54226
"American Airlines Inc." "Chicago(IL) - Oklahoma City(OK)" 693 16714
"American Airlines Inc." "Birmingham(AL) - Nashville(TN)" 177 7378
"American Airlines Inc." "Nashville(TN) - New York(NY)" 764 21202
"American Airlines Inc." "Phoenix(AZ) - Tucson(AZ)" 110 1108
"American Airlines Inc." "Sacramento(CA) - Santa Ana(CA)" 404 6154
"American Airlines Inc." "Boston(MA) - New York(NY)" 187 2119
"American Airlines Inc." "Dayton(OH) - Columbus(OH)" 72 97
"American Airlines Inc." "Portland(OR) - Seattle(WA)" 129 3144
"American Airlines Inc." "San Jose(CA) - Oakland(CA)" 30 403
"American Airlines Inc." "Chicago(IL) - Grand Rapids(MI)" 137 13173
"American Airlines Inc." "Akron(OH) - Chicago(IL)" 344 5152
"American Airlines Inc." "Sacramento(CA) - Reno(NV)" 113 187
"American Airlines Inc." "Palm Springs(CA) - Las Vegas(NV)" 173 76
"American Airlines Inc." "Houston(TX) - Nashville(TN)" 657 7695
"American Airlines Inc." "Dallas-Fort Worth(TX) - Huntsville(AL)" 603 21624
"American Airlines Inc." "Dallas-Fort Worth(TX) - Oakland(CA)" 1456 27319
"American Airlines Inc." "Dallas-Fort Worth(TX) - Jackson(MS)" 408 4530
"American Airlines Inc." "Jackson(MS) - Mobile(AL)" 156 2611
"American Airlines Inc." "Dallas-Fort Worth(TX) - Mobile(AL)" 540 1999
"American Airlines Inc." "Chicago(IL) - Harrisburg(PA)" 594 16142
"American Airlines Inc." "Columbus(OH) - Cleveland(OH)" 112 549
"American Airlines Inc." "Dallas-Fort Worth(TX) - Columbus(OH)" 927 24015
"American Airlines Inc." "Windsor Locks(CT) - Chantilly(VA)" 326 268
"American Airlines Inc." "Greensboro(NC) - Nashville(TN)" 377 2525
"American Airlines Inc." "Anchorage(AK) - Seattle(WA)" 1449 115
"American Airlines Inc." "Burbank(CA) - Dallas-Fort Worth(TX)" 1231 20878
"American Airlines Inc." "Nashville(TN) - Philadelphia(PA)" 675 8399
"American Airlines Inc." "Huntsville(AL) - Nashville(TN)" 102 8075
"American Airlines Inc." "Tulsa(OK) - Oklahoma City(OK)" 111 49
"American Airlines Inc." "Dallas-Fort Worth(TX) - San Juan(PR)" 2165 19157
"American Airlines Inc." "Bakersfield(CA) - Santa Barbara(CA)" 82 926
"American Airlines Inc." "Dallas-Fort Worth(TX) - Bakersfield(CA)" 1271 5169
"American Airlines Inc." "San Juan(PR) - New York(NY)" 1597 47363
"American Airlines Inc." "Indianapolis(IN) - Louisville(KY)" 111 5
"American Airlines Inc." "Santa Ana(CA) - Sacramento(CA)" 404 6040
"American Airlines Inc." "Chicago(IL) - Islip(NY)" 773 10652
"American Airlines Inc." "Windsor Locks(CT) - San Juan(PR)" 1666 7998
"American Airlines Inc." "San Juan(PR) - Charlotte Amalie(VI)" 68 8683
"American Airlines Inc." "San Juan(PR) - Windsor Locks(CT)" 1666 8003
"American Airlines Inc." "Charlotte Amalie(VI) - San Juan(PR)" 68 8766
"American Airlines Inc." "New York(NY) - Charlotte Amalie(VI)" 1623 7643
"American Airlines Inc." "Charlotte Amalie(VI) - Christiansted(VI)" 45 4231
"American Airlines Inc." "Christiansted(VI) - New York(NY)" 1668 2414
"American Airlines Inc." "San Juan(PR) - Dallas-Fort Worth(TX)" 2165 19298
"American Airlines Inc." "Boston(MA) - Providence(RI)" 49 80
"American Airlines Inc." "Oakland(CA) - Sacramento(CA)" 75 169
"American Airlines Inc." "Boston(MA) - San Juan(PR)" 1674 18714
"American Airlines Inc." "Nashville(TN) - Minneapolis(MN)" 695 1023
"American Airlines Inc." "Orlando(FL) - Nashville(TN)" 616 7724
"American Airlines Inc." "New York(NY) - San Juan(PR)" 1597 47251
"American Airlines Inc." "Harrisburg(PA) - Philadelphia(PA)" 83 7
"American Airlines Inc." "New York(NY) - Boston(MA)" 187 2134
"American Airlines Inc." "Newark(NJ) - San Juan(PR)" 1608 21458
"American Airlines Inc." "San Juan(PR) - Newark(NJ)" 1608 21711
"American Airlines Inc." "Santa Barbara(CA) - Dallas-Fort Worth(TX)" 1315 1541
"American Airlines Inc." "San Juan(PR) - Boston(MA)" 1674 18732
"American Airlines Inc." "Fayetteville(NC) - Charlotte(NC)" 118 1749
"American Airlines Inc." "Ft. Lauderdale(FL) - Dallas-Fort Worth(TX)" 1119 34278
"American Airlines Inc." "West Palm Beach(FL) - Ft. Lauderdale(FL)" 42 484
"American Airlines Inc." "Las Vegas(NV) - Palm Springs(CA)" 173 76
"American Airlines Inc." "Charlotte(NC) - Fayetteville(NC)" 118 1742
"American Airlines Inc." "Columbia(SC) - Atlanta(GA)" 191 328
"American Airlines Inc." "Dallas-Fort Worth(TX) - Raleigh(NC)" 1062 48932
"American Airlines Inc." "Greensboro(NC) - Dallas-Fort Worth(TX)" 999 11616
"American Airlines Inc." "Dallas-Fort Worth(TX) - Greensboro(NC)" 999 12482
"American Airlines Inc." "Cleveland(OH) - Nashville(TN)" 448 7552
"American Airlines Inc." "Cleveland(OH) - Dallas-Fort Worth(TX)" 1021 21227
"American Airlines Inc." "Dallas-Fort Worth(TX) - Des Moines(IA)" 624 14680
"American Airlines Inc." "Albuquerque(NM) - El Paso(TX)" 223 631
"American Airlines Inc." "Nashville(TN) - Orlando(FL)" 616 7650
"American Airlines Inc." "Nashville(TN) - New Orleans(LA)" 471 7870
"American Airlines Inc." "Dallas-Fort Worth(TX) - Norfolk(VA)" 1213 17870
"American Airlines Inc." "Norfolk(VA) - Richmond(VA)" 75 3451
"American Airlines Inc." "Richmond(VA) - Dallas-Fort Worth(TX)" 1158 16627
"American Airlines Inc." "Dallas-Fort Worth(TX) - Richmond(VA)" 1158 18007
"American Airlines Inc." "Baton Rouge(LA) - Dallas-Fort Worth(TX)" 383 5265
"American Airlines Inc." "Providence(RI) - Philadelphia(PA)" 238 271
"American Airlines Inc." "Memphis(TN) - Louisville(KY)" 320 3
"American Airlines Inc." "San Juan(PR) - Philadelphia(PA)" 1576 16094
"American Airlines Inc." "San Juan(PR) - Baltimore(MD)" 1565 8032
"American Airlines Inc." "San Juan(PR) - Chicago(IL)" 2072 20704
"American Airlines Inc." "Nashville(TN) - Tampa(FL)" 612 7550
"American Airlines Inc." "Philadelphia(PA) - San Juan(PR)" 1576 16008
"American Airlines Inc." "Baltimore(MD) - San Juan(PR)" 1565 8455
"American Airlines Inc." "Nashville(TN) - Milwaukee(WI)" 475 6818
"American Airlines Inc." "Omaha(NE) - Des Moines(IA)" 117 3287
"American Airlines Inc." "Chicago(IL) - San Juan(PR)" 2072 20478
"American Airlines Inc." "Miami(FL) - Ft. Lauderdale(FL)" 21 359
"American Airlines Inc." "Buffalo(NY) - Cleveland(OH)" 192 2572
"American Airlines Inc." "Tampa(FL) - Nashville(TN)" 612 7676
"American Airlines Inc." "Dallas-Fort Worth(TX) - Ft. Myers(FL)" 1017 10165
"American Airlines Inc." "Ft. Myers(FL) - Ft. Lauderdale(FL)" 104 114
"American Airlines Inc." "Newark(NJ) - Nashville(TN)" 748 8469
"American Airlines Inc." "Nashville(TN) - Los Angeles(CA)" 1797 11870
"American Airlines Inc." "Los Angeles(CA) - Nashville(TN)" 1797 11909
"American Airlines Inc." "Birmingham(AL) - Mobile(AL)" 216 7
"American Airlines Inc." "Norfolk(VA) - Raleigh(NC)" 160 4125
"American Airlines Inc." "Raleigh(NC) - Ft. Lauderdale(FL)" 680 7842
"American Airlines Inc." "Raleigh(NC) - Newark(NJ)" 416 8787
"American Airlines Inc." "Savannah(GA) - Raleigh(NC)" 293 5462
"American Airlines Inc." "Daytona Beach(FL) - Melbourne(FL)" 78 1672
"American Airlines Inc." "Melbourne(FL) - Raleigh(NC)" 547 3887
"American Airlines Inc." "Pittsburgh(PA) - Raleigh(NC)" 328 4249
"American Airlines Inc." "Raleigh(NC) - Daytona Beach(FL)" 480 6024
"American Airlines Inc." "Raleigh(NC) - Pittsburgh(PA)" 328 4232
"American Airlines Inc." "Columbia(SC) - Raleigh(NC)" 188 4064
"American Airlines Inc." "Raleigh(NC) - Cleveland(OH)" 416 6541
"American Airlines Inc." "Raleigh(NC) - Orlando(FL)" 534 8192
"American Airlines Inc." "Rochester(NY) - Raleigh(NC)" 503 5920
"American Airlines Inc." "West Palm Beach(FL) - Raleigh(NC)" 638 7869
"American Airlines Inc." "Raleigh(NC) - New York(NY)" 431 11356
"American Airlines Inc." "Boston(MA) - Raleigh(NC)" 612 8594
"American Airlines Inc." "Raleigh(NC) - Boston(MA)" 612 8438
"American Airlines Inc." "Cleveland(OH) - Raleigh(NC)" 416 6653
"American Airlines Inc." "Raleigh(NC) - West Palm Beach(FL)" 638 7770
"American Airlines Inc." "Charlotte(NC) - Raleigh(NC)" 130 3076
"American Airlines Inc." "Raleigh(NC) - Detroit(MI)" 501 7557
"American Airlines Inc." "Arlington(VA) - Raleigh(NC)" 227 10083
"American Airlines Inc." "Raleigh(NC) - Sarasota(FL)" 625 5673
"American Airlines Inc." "Sarasota(FL) - Ft. Myers(FL)" 77 2558
"American Airlines Inc." "Raleigh(NC) - Tampa(FL)" 587 7724
"American Airlines Inc." "Syracuse(NY) - Raleigh(NC)" 519 6194
"American Airlines Inc." "Daytona Beach(FL) - Raleigh(NC)" 480 6521
"American Airlines Inc." "Melbourne(FL) - Daytona Beach(FL)" 78 2095
"American Airlines Inc." "Raleigh(NC) - Arlington(VA)" 227 9938
"American Airlines Inc." "Buffalo(NY) - Raleigh(NC)" 487 6669
"American Airlines Inc." "Raleigh(NC) - Atlanta(GA)" 356 7843
"American Airlines Inc." "Jacksonville(FL) - Raleigh(NC)" 408 7401
"American Airlines Inc." "Raleigh(NC) - Philadelphia(PA)" 336 7291
"American Airlines Inc." "Philadelphia(PA) - Raleigh(NC)" 336 7466
"American Airlines Inc." "Raleigh(NC) - Jacksonville(FL)" 408 7325
"American Airlines Inc." "Orlando(FL) - Raleigh(NC)" 534 8244
"American Airlines Inc." "Raleigh(NC) - Syracuse(NY)" 519 5844
"American Airlines Inc." "Syracuse(NY) - Rochester(NY)" 79 301
"American Airlines Inc." "Raleigh(NC) - Rochester(NY)" 503 5827
"American Airlines Inc." "St. Petersburg(FL) - Raleigh(NC)" 595 1214
"American Airlines Inc." "Ft. Lauderdale(FL) - Raleigh(NC)" 680 7949
"American Airlines Inc." "Detroit(MI) - Raleigh(NC)" 501 7681
"American Airlines Inc." "Raleigh(NC) - Ft. Myers(FL)" 667 6602
"American Airlines Inc." "Chicago(IL) - Raleigh(NC)" 647 38869
"American Airlines Inc." "Windsor Locks(CT) - Raleigh(NC)" 532 7812
"American Airlines Inc." "Islip(NY) - Raleigh(NC)" 459 7413
"American Airlines Inc." "Rochester(NY) - Syracuse(NY)" 79 535
"American Airlines Inc." "Tampa(FL) - Sarasota(FL)" 40 3
"American Airlines Inc." "Philadelphia(PA) - Newark(NJ)" 81 29
"American Airlines Inc." "Raleigh(NC) - Windsor Locks(CT)" 532 7743
"American Airlines Inc." "Sarasota(FL) - Raleigh(NC)" 625 5636
"American Airlines Inc." "New York(NY) - Raleigh(NC)" 431 10580
"American Airlines Inc." "Raleigh(NC) - Charlotte(NC)" 130 3031
"American Airlines Inc." "Atlanta(GA) - Raleigh(NC)" 356 8015
"American Airlines Inc." "Raleigh(NC) - Melbourne(FL)" 547 4212
"American Airlines Inc." "Charleston(SC) - Raleigh(NC)" 217 7051
"American Airlines Inc." "Raleigh(NC) - Islip(NY)" 459 7296
"American Airlines Inc." "Raleigh(NC) - Charleston(SC)" 217 6931
"American Airlines Inc." "Raleigh(NC) - Norfolk(VA)" 160 4062
"American Airlines Inc." "Raleigh(NC) - St. Petersburg(FL)" 595 1201
"American Airlines Inc." "Newark(NJ) - Raleigh(NC)" 416 8813
"American Airlines Inc." "Raleigh(NC) - Columbia(SC)" 188 3940
"American Airlines Inc." "Raleigh(NC) - Buffalo(NY)" 487 6541
"American Airlines Inc." "Raleigh(NC) - Savannah(GA)" 293 5120
"American Airlines Inc." "San Francisco(CA) - Portland(OR)" 550 1986
"American Airlines Inc." "Santa Ana(CA) - San Francisco(CA)" 372 13327
"American Airlines Inc." "San Francisco(CA) - Santa Ana(CA)" 372 12853
"American Airlines Inc." "Los Angeles(CA) - Oakland(CA)" 337 3622
"American Airlines Inc." "Oakland(CA) - Ontario(CA)" 361 2183
"American Airlines Inc." "Los Angeles(CA) - San Jose(CA)" 308 36052
"American Airlines Inc." "Reno(NV) - Seattle(WA)" 564 3121
"American Airlines Inc." "San Jose(CA) - Reno(NV)" 188 9190
"American Airlines Inc." "Ontario(CA) - Oakland(CA)" 361 1949
"American Airlines Inc." "San Jose(CA) - Burbank(CA)" 296 5662
"American Airlines Inc." "Santa Ana(CA) - San Jose(CA)" 342 33014
"American Airlines Inc." "Ontario(CA) - San Jose(CA)" 333 10059
"American Airlines Inc." "San Jose(CA) - Seattle(WA)" 697 12034
"American Airlines Inc." "Reno(NV) - San Jose(CA)" 188 9347
"American Airlines Inc." "Seattle(WA) - Reno(NV)" 564 3133
"American Airlines Inc." "San Jose(CA) - San Diego(CA)" 417 16863
"American Airlines Inc." "Burbank(CA) - San Jose(CA)" 296 5735
"American Airlines Inc." "Oakland(CA) - San Jose(CA)" 30 182
"American Airlines Inc." "Seattle(WA) - San Jose(CA)" 697 12207
"American Airlines Inc." "San Jose(CA) - Santa Ana(CA)" 342 32878
"American Airlines Inc." "Santa Ana(CA) - Oakland(CA)" 371 2047
"American Airlines Inc." "Portland(OR) - Reno(NV)" 444 3321
"American Airlines Inc." "San Jose(CA) - Los Angeles(CA)" 308 35648
"American Airlines Inc." "San Diego(CA) - San Jose(CA)" 417 16884
"American Airlines Inc." "San Jose(CA) - Portland(OR)" 569 11775
"American Airlines Inc." "San Jose(CA) - Ontario(CA)" 333 10759
"American Airlines Inc." "Oakland(CA) - Burbank(CA)" 325 76
"American Airlines Inc." "Portland(OR) - San Francisco(CA)" 550 2096
"American Airlines Inc." "Burbank(CA) - Oakland(CA)" 325 84
"American Airlines Inc." "San Francisco(CA) - Burbank(CA)" 326 80
"American Airlines Inc." "San Diego(CA) - Oakland(CA)" 446 482
"American Airlines Inc." "San Jose(CA) - South Lake Tahoe(CA)" 149 2715
"American Airlines Inc." "South Lake Tahoe(CA) - San Jose(CA)" 149 2721
"American Airlines Inc." "Oakland(CA) - San Diego(CA)" 446 450
"American Airlines Inc." "Oakland(CA) - Santa Ana(CA)" 371 2075
"American Airlines Inc." "Reno(NV) - San Francisco(CA)" 192 3412
"American Airlines Inc." "Santa Ana(CA) - Chicago(IL)" 1726 31835
"American Airlines Inc." "Chicago(IL) - Santa Ana(CA)" 1726 29759
"American Airlines Inc." "Seattle(WA) - Santa Ana(CA)" 978 2660
"American Airlines Inc." "San Jose(CA) - San Francisco(CA)" 30 288
"American Airlines Inc." "Burbank(CA) - San Francisco(CA)" 326 76
"American Airlines Inc." "Los Angeles(CA) - San Francisco(CA)" 337 39432
"American Airlines Inc." "San Francisco(CA) - Los Angeles(CA)" 337 39934
"American Airlines Inc." "Reno(NV) - Portland(OR)" 444 3142
"American Airlines Inc." "Ontario(CA) - San Francisco(CA)" 363 3115
"American Airlines Inc." "San Francisco(CA) - Reno(NV)" 192 3478
"American Airlines Inc." "San Francisco(CA) - Ontario(CA)" 363 3116
"American Airlines Inc." "South Lake Tahoe(CA) - San Francisco(CA)" 157 592
"American Airlines Inc." "San Francisco(CA) - Oakland(CA)" 11 56
"American Airlines Inc." "San Francisco(CA) - Seattle(WA)" 679 2646
"American Airlines Inc." "Oakland(CA) - Los Angeles(CA)" 337 3452
"American Airlines Inc." "San Francisco(CA) - South Lake Tahoe(CA)" 157 591
"American Airlines Inc." "Sacramento(CA) - Los Angeles(CA)" 373 1477
"American Airlines Inc." "Los Angeles(CA) - Sacramento(CA)" 373 1229
"American Airlines Inc." "San Diego(CA) - Santa Ana(CA)" 76 27
"American Airlines Inc." "Oakland(CA) - Portland(OR)" 543 567
"American Airlines Inc." "Portland(OR) - San Jose(CA)" 569 11508
"American Airlines Inc." "Santa Ana(CA) - Seattle(WA)" 978 2682
"American Airlines Inc." "Portland(OR) - Oakland(CA)" 543 586
"American Airlines Inc." "Seattle(WA) - San Francisco(CA)" 679 2517
"American Airlines Inc." "Seattle(WA) - Oakland(CA)" 671 5
"American Airlines Inc." "Oakland(CA) - Seattle(WA)" 671 4
"American Airlines Inc." "Santa Ana(CA) - San Diego(CA)" 76 28
"American Airlines Inc." "Windsor Locks(CT) - Islip(NY)" 82 504
"American Airlines Inc." "Islip(NY) - Windsor Locks(CT)" 82 503
"American Airlines Inc." "Palm Springs(CA) - Dallas-Fort Worth(TX)" 1126 14465
"American Airlines Inc." "Akron(OH) - Dayton(OH)" 162 1
"American Airlines Inc." "Syracuse(NY) - Albany(NY)" 119 390
"American Airlines Inc." "Philadelphia(PA) - Baltimore(MD)" 90 11
"American Airlines Inc." "Phoenix(AZ) - Long Beach(CA)" 355 2
"American Airlines Inc." "Palm Springs(CA) - Chicago(IL)" 1652 9954
"American Airlines Inc." "Milwaukee(WI) - Minneapolis(MN)" 297 2
"American Airlines Inc." "Jackson(MS) - Baton Rouge(LA)" 138 10
"American Airlines Inc." "Birmingham(AL) - Jackson(MS)" 211 3
"American Airlines Inc." "Chicago(IL) - Palm Springs(CA)" 1652 9801
"American Airlines Inc." "Dallas-Fort Worth(TX) - Palm Springs(CA)" 1126 14315
"American Airlines Inc." "Tucson(AZ) - Phoenix(AZ)" 110 1123
"American Airlines Inc." "Oakland(CA) - San Francisco(CA)" 11 19
"American Airlines Inc." "Chantilly(VA) - Boston(MA)" 413 3
"American Airlines Inc." "San Francisco(CA) - Sacramento(CA)" 86 811
"American Airlines Inc." "Pittsburgh(PA) - Chantilly(VA)" 183 5
"American Airlines Inc." "Detroit(MI) - Cleveland(OH)" 95 14
"American Airlines Inc." "Arlington(VA) - Philadelphia(PA)" 119 5
"American Airlines Inc." "Akron(OH) - Pittsburgh(PA)" 70 6
"American Airlines Inc." "Salt Lake City(UT) - Jackson(WY)" 205 2431
"American Airlines Inc." "Jackson(WY) - Salt Lake City(UT)" 205 2464
"American Airlines Inc." "Louisville(KY) - Covington(KY)" 83 563
"American Airlines Inc." "New York(NY) - Newark(NJ)" 17 13
"American Airlines Inc." "Idaho Falls(ID) - Salt Lake City(UT)" 188 3477
"American Airlines Inc." "Arlington(VA) - Chantilly(VA)" 24 5
"American Airlines Inc." "St. Petersburg(FL) - Tampa(FL)" 10 2
"American Airlines Inc." "Newark(NJ) - New York(NY)" 17 7
"American Airlines Inc." "New York(NY) - Christiansted(VI)" 1668 127
"American Airlines Inc." "Christiansted(VI) - Charlotte Amalie(VI)" 45 403
"American Airlines Inc." "Gunnison(CO) - Dallas-Fort Worth(TX)" 678 2206
"American Airlines Inc." "Palm Springs(CA) - San Jose(CA)" 390 371
"American Airlines Inc." "Dallas-Fort Worth(TX) - Hayden(CO)" 769 2692
"American Airlines Inc." "Hayden(CO) - Los Angeles(CA)" 763 349
"American Airlines Inc." "Hayden(CO) - San Francisco(CA)" 838 50
"American Airlines Inc." "Chicago(IL) - Hayden(CO)" 1009 1733
"American Airlines Inc." "Raleigh(NC) - San Juan(PR)" 1432 4874
"American Airlines Inc." "Salt Lake City(UT) - Idaho Falls(ID)" 188 3395
"American Airlines Inc." "Idaho Falls(ID) - Chicago(IL)" 1229 297
"American Airlines Inc." "Jackson(WY) - Idaho Falls(ID)" 67 371
"American Airlines Inc." "Chicago(IL) - Jackson(WY)" 1162 2528
"American Airlines Inc." "Hayden(CO) - Dallas-Fort Worth(TX)" 769 2721
"American Airlines Inc." "Dallas-Fort Worth(TX) - Gunnison(CO)" 678 2185
"American Airlines Inc." "Hayden(CO) - Chicago(IL)" 1009 1753
"American Airlines Inc." "San Francisco(CA) - Hayden(CO)" 838 47
"American Airlines Inc." "Tampa(FL) - Orlando(FL)" 80 928
"American Airlines Inc." "Arlington(VA) - Baltimore(MD)" 30 13
"American Airlines Inc." "Los Angeles(CA) - Hayden(CO)" 763 350
"American Airlines Inc." "Norfolk(VA) - Chattanooga(TN)" 520 1
"American Airlines Inc." "San Juan(PR) - Raleigh(NC)" 1432 4963
"American Airlines Inc." "Orlando(FL) - St. Petersburg(FL)" 91 2
"American Airlines Inc." "Charlotte(NC) - Savannah(GA)" 213 5
"American Airlines Inc." "Norfolk(VA) - Philadelphia(PA)" 211 7
"American Airlines Inc." "New York(NY) - New York(NY)" 11 12
"American Airlines Inc." "Santa Ana(CA) - Palm Springs(CA)" 79 372
"American Airlines Inc." "Palm Springs(CA) - Santa Ana(CA)" 79 408
"American Airlines Inc." "San Francisco(CA) - Palm Springs(CA)" 421 90
"American Airlines Inc." "Palm Springs(CA) - San Francisco(CA)" 421 88
"Alaska Airlines Inc." "Anchorage(AK) - Bethel(AK)" 399 19079
"Alaska Airlines Inc." "Bethel(AK) - Anchorage(AK)" 399 18522
"Alaska Airlines Inc." "Anchorage(AK) - Nome(AK)" 539 10348
"Alaska Airlines Inc." "Nome(AK) - Kotzebue(AK)" 183 6615
"Alaska Airlines Inc." "Kotzebue(AK) - Anchorage(AK)" 549 9798
